0.088944, 0.054090, 0.074033, 0.076391, 0.052818, 0.086278, 0.063045, 0.043503, 0.068804, 0.100660, 0.053659, 0.090359, 0.094462, 0.095191, 0.032240, 0.044547, 0.068804, 0.084047, 0.068562, 0.067744, 0.140672, 0.100169, 0.091499, 0.091465, 0.090119, 0.085524, 0.091712, 0.089115 
0.089830, 0.076430, 0.077131, 0.103510, 0.061552, 0.094186, 0.055887, 0.032007, 0.119151, 0.087630, 0.063854, 0.098251, 0.120119, 0.080388, 0.039579, 0.085767, 0.068804, 0.078041, 0.042417, 0.068785, 0.068804, 0.075806, 0.088104, 0.091641, 0.091465, 0.086869, 0.091795, 0.087300 
0.087312, 0.102876, 0.030901, 0.079317, 0.078665, 0.094402, 0.098513, 0.100815, 0.068804, 0.088537, 0.104499, 0.049813, 0.120119, 0.091822, 0.077054, 0.063967, 0.127842, 0.097926, 0.094958, 0.089666, 0.068804, 0.089882, 0.094482, 0.091641, 0.090845, 0.087414, 0.088866, 0.086878 
0.099951, 0.048494, 0.090488, 0.114957, 0.089249, 0.110184, 0.030651, 0.046970, 0.068804, 0.124947, 0.053142, 0.085860, 0.120119, 0.098893, 0.035656, 0.060355, 0.068804, 0.086072, 0.053087, 0.037287, 0.068804, 0.090737, 0.092638, 0.091941, 0.085677, 0.088942, 0.092592, 0.090997 
0.094405, 0.076249, 0.104076, 0.089257, 0.040878, 0.084593, 0.044003, 0.047446, 0.068804, 0.087359, 0.092458, 0.091310, 0.120119, 0.082630, 0.060689, 0.083428, 0.068804, 0.079925, 0.060149, 0.071423, 0.068804, 0.086316, 0.100338, 0.091662, 0.088221, 0.095061, 0.089013, 0.087535 
0.105777, 0.054722, 0.068968, 0.110935, 0.066211, 0.088440, 0.055681, 0.105439, 0.119151, 0.086306, 0.083704, 0.101851, 0.068804, 0.090157, 0.041224, 0.031373, 0.068804, 0.083889, 0.053647, 0.039279, 0.140672, 0.087889, 0.090540, 0.091318, 0.087088, 0.078779, 0.091077, 0.090995 
0.078289, 0.025139, 0.045003, 0.107552, 0.031628, 0.099804, 0.070088, 0.069116, 0.119151, 0.080615, 0.044747, 0.085204, 0.068804, 0.086109, 0.060499, 0.030654, 0.068804, 0.077308, 0.070414, 0.100710, 0.140672, 0.088947, 0.097118, 0.091987, 0.081432, 0.084991, 0.091447, 0.088006 
0.090441, 0.083380, 0.081026, 0.074319, 0.046410, 0.081496, 0.067427, 0.029259, 0.119151, 0.090606, 0.007321, 0.065161, 0.068804, 0.092676, 0.064738, 0.080922, 0.127842, 0.100627, 0.098720, 0.034805, 0.068804, 0.089698, 0.093911, 0.091502, 0.086952, 0.088479, 0.089525, 0.086757 
0.101359, 0.081236, 0.084780, 0.096133, 0.066254, 0.142999, 0.033427, 0.032290, 0.068804, 0.136723, 0.081948, 0.065791, 0.120119, 0.110209, 0.089644, 0.082361, 0.127842, 0.078115, 0.065301, 0.095760, 0.068804, 0.107427, 0.162388, 0.096046, 0.093023, 0.104552, 0.150701, 0.132303 
0.096063, 0.071217, 0.101170, 0.079918, 0.074956, 0.095113, 0.104364, 0.062936, 0.068804, 0.092604, 0.081183, 0.096143, 0.068804, 0.124540, 0.070833, 0.046179, 0.127842, 0.097773, 0.075026, 0.081091, 0.068804, 0.088107, 0.086736, 0.091642, 0.094375, 0.088477, 0.090515, 0.087625 
0.090721, 0.094550, 0.097031, 0.089833, 0.087838, 0.095523, 0.060338, 0.032521, 0.068804, 0.086058, 0.085504, 0.060097, 0.120119, 0.082911, 0.075936, 0.039110, 0.068804, 0.105826, 0.058355, 0.070279, 0.140672, 0.088011, 0.091524, 0.091842, 0.089847, 0.086780, 0.086952, 0.085604 
0.085934, 0.064673, 0.088032, 0.080493, 0.065787, 0.091070, 0.060567, 0.029014, 0.119151, 0.083191, 0.057643, 0.041021, 0.068804, 0.091569, 0.070685, 0.062078, 0.068804, 0.093471, 0.086738, 0.078044, 0.140672, 0.090687, 0.092581, 0.091560, 0.081364, 0.097787, 0.088035, 0.086442 
0.100871, 0.071511, 0.041468, 0.086480, 0.066956, 0.092433, 0.089130, 0.098388, 0.119151, 0.076479, 0.101461, 0.034645, 0.068804, 0.098523, 0.085890, 0.063581, 0.068804, 0.104941, 0.088417, 0.080500, 0.140672, 0.091030, 0.087510, 0.096417, 0.097098, 0.088755, 0.090335, 0.088226 
0.100859, 0.089405, 0.083134, 0.093862, 0.076788, 0.090962, 0.088602, 0.042642, 0.119151, 0.081446, 0.061671, 0.054364, 0.120119, 0.076873, 0.092533, 0.073069, 0.068804, 0.086906, 0.030897, 0.095310, 0.068804, 0.080903, 0.085894, 0.091653, 0.100073, 0.087635, 0.090893, 0.086869 
0.099934, 0.088232, 0.044219, 0.126077, 0.055537, 0.103851, 0.095302, 0.088626, 0.068804, 0.089290, 0.102968, 0.037280, 0.094462, 0.105579, 0.120582, 0.070601, 0.068804, 0.106092, 0.124325, 0.086349, 0.068804, 0.090444, 0.088375, 0.093776, 0.101244, 0.090763, 0.092149, 0.089679 
0.081477, 0.060702, 0.053822, 0.116078, 0.075209, 0.081424, 0.088235, 0.108855, 0.068804, 0.083929, 0.102901, 0.097609, 0.068804, 0.087008, 0.067775, 0.045177, 0.127842, 0.078515, 0.054225, 0.105197, 0.140672, 0.084777, 0.088896, 0.093884, 0.084191, 0.077008, 0.082240, 0.087739 
0.103191, 0.108179, 0.044258, 0.131363, 0.044339, 0.124627, 0.079403, 0.076797, 0.068804, 0.101585, 0.094619, 0.035236, 0.068804, 0.092273, 0.021147, 0.095008, 0.068804, 0.089782, 0.119366, 0.092970, 0.068804, 0.107116, 0.091824, 0.091586, 0.085981, 0.072589, 0.082527, 0.086068 
0.093316, 0.065079, 0.064286, 0.131475, 0.051393, 0.113054, 0.044898, 0.088844, 0.068804, 0.098942, 0.072204, 0.042884, 0.094462, 0.091207, 0.060309, 0.094481, 0.068804, 0.081656, 0.052257, 0.103680, 0.140672, 0.090918, 0.083888, 0.094867, 0.089517, 0.084377, 0.096197, 0.099301 
0.084450, 0.094776, 0.062307, 0.104473, 0.085822, 0.083045, 0.057057, 0.087213, 0.119151, 0.073874, 0.024920, 0.055353, 0.068804, 0.097665, 0.060752, 0.048968, 0.127842, 0.086252, 0.042262, 0.036952, 0.068804, 0.089816, 0.089617, 0.094745, 0.098207, 0.094029, 0.092330, 0.089995 
0.083695, 0.035677, 0.103999, 0.090606, 0.089360, 0.106224, 0.037832, 0.062627, 0.093977, 0.107428, 0.083996, 0.032009, 0.068804, 0.087993, 0.111345, 0.078261, 0.068804, 0.108392, 0.060767, 0.041401, 0.140672, 0.090144, 0.100623, 0.091623, 0.101770, 0.104635, 0.110104, 0.102124 
